Name,Twitter Ticker,Country,Industry,Google Ticker,Google Peers,Twitter Peers
QUEBECOR,QBRb.TO,Canada,Industrials,TSE:QBR.B,NYSE:CVG HKG:0569 NYSE:CLGX NYSE:URS NYSE:URI ,$CVG 0569.HK $CLGX $URS $URI 
SAI GLOBAL,SAI.AX,Australia,Industrials,ASX:SAI,LON:RGU LON:BRSN ASX:CDD LON:DLAR ASX:TSE ,RGU.L BRSN.L CDD.AX DLAR.L TSE.AX 
ABM INDUSTRIES,$ABM,United States,Industrials,NYSE:ABM,LON:DLAR ASX:TSE ASX:ASL LON:CLLN ETR:EVD ,DLAR.L TSE.AX ASL.AX CLLN.L EVDG.DE 
INTERSERVE,IRV.L,United Kingdom,Industrials,LON:IRV,ASX:SLM TSE:SWI ASX:IDL LON:HSV LON:ATK ,SLM.AX SWI.TO IDL.AX HSV.L ATKW.L 
VISTAPRINT,$VPRT,United States,Industrials,NASDAQ:VPRT,ASX:ASL LON:CLLN ETR:EVD AMS:ARCAD NYSE:FCN NYSE:DGI ,ASL.AX CLLN.L EVDG.DE ARDS.AS $FCN $DGI 
INTERTEK ,ITRK.L,United Kingdom,Industrials,LON:ITRK,NYSE:URI LON:BNZL NYSE:G NASDAQ:CTAS LON:AGK ,$URI BNZL.L $G $CTAS AGGK.L 
NEUSTAR,$NSR,United States,Industrials,NYSE:NSR,NYSE:CVG HKG:0569 NYSE:CLGX NYSE:URS NYSE:URI ,$CVG 0569.HK $CLGX $URS $URI 
BERENDSEN,BRSN.L,United Kingdom,Industrials,LON:BRSN,NYSE:DGI LON:ATK LON:RGU ASX:SAI ASX:CDD ,$DGI ATKW.L RGU.L SAI.AX CDD.AX 
ACCENTURE,$ACN,United States,Industrials,NYSE:ACN,EPA:BVI LON:EXPN TPE:9917 ,BVI.PA EXPN.L 9917.TW 
CONVERGYS,$CVG,United States,Industrials,NYSE:CVG,LON:RTO NYSE:GEO AMS:IM HKG:0569 NYSE:CLGX ,RTO.L $GEO IMUN.AS 0569.HK $CLGX 
R.R. DONNELLEY,$RRD,United States,Industrials,NASDAQ:RRD,ASX:SLM LON:IRV TSE:SWI NYSE:DGI NYSE:FCN ,SLM.AX IRV.L SWI.TO $DGI $FCN 
AUSDRILL,ASL.AX,Australia,Industrials,ASX:ASL,ASX:CDD LON:DLAR ASX:TSE LON:CLLN ETR:EVD ,CDD.AX DLAR.L TSE.AX CLLN.L EVDG.DE 
CORELOGIC,$CLGX,United States,Industrials,NYSE:CLGX,AMS:IM NYSE:CVG HKG:0569 NYSE:URS NYSE:URI ,IMUN.AS $CVG 0569.HK $URS $URI 
SALMAT,SLM.AX,Australia,Industrials,ASX:SLM,LON:IRV TSE:SWI ASX:IDL ,IRV.L SWI.TO IDL.AX 
TAIWAN SHIN KONG SECURITY,9925.TW,Taiwan,Industrials,TPE:9925,NYSE:IRM EPA:BVI LON:EXPN TPE:9917 NYSE:ACN ,$IRM BVI.PA EXPN.L 9917.TW $ACN 
CAPITA,CPI.L,United Kingdom,Industrials,LON:CPI,NYSE:URI LON:BNZL NYSE:G NASDAQ:CTAS LON:AGK ,$URI BNZL.L $G $CTAS AGGK.L 
CORPORATE EXECUTIVE BOARD,$EXBD,United States,Industrials,NYSE:EXBD,TSE:STN LON:RTO NYSE:GEO AMS:IM NYSE:CVG ,STN.TO RTO.L $GEO IMUN.AS $CVG 
CORRECTIONS CORP OF AMERICA,$CXW,United States,Industrials,NYSE:CXW,HKG:0569 NYSE:CLGX NYSE:URS NYSE:URI LON:BNZL ,0569.HK $CLGX $URS $URI BNZL.L 
MITIE ,MTO.L,United Kingdom,Industrials,LON:MTO,ASX:SAI ASX:CDD LON:DLAR ASX:TSE ASX:ASL ,SAI.AX CDD.AX DLAR.L TSE.AX ASL.AX 
TRANSCONTINENTAL,TCLa.TO,Canada,Industrials,TSE:TCL.A,ASX:SPT NYSE:DGI LON:ATK LON:RGU LON:BRSN ,SPT.AX $DGI ATKW.L RGU.L BRSN.L 
IRON MOUNTAIN,$IRM,United States,Industrials,NYSE:IRM,NYSE:G NASDAQ:CTAS LON:AGK EPA:BVI LON:EXPN ,$G $CTAS AGGK.L BVI.PA EXPN.L 
CARDNO,CDD.AX,Australia,Industrials,ASX:CDD,LON:RGU LON:BRSN ASX:SAI LON:DLAR ASX:TSE ,RGU.L BRSN.L SAI.AX DLAR.L TSE.AX 
DIGITALGLOBE,$DGI,United States,Industrials,NYSE:DGI,LON:HSV ASX:SPT LON:ATK LON:RGU LON:BRSN NYSE:FCN NYSE:GEO ,HSV.L SPT.AX ATKW.L RGU.L BRSN.L $FCN $GEO 
CARILLION,CLLN.L,United Kingdom,Industrials,LON:CLLN,ASX:TSE ASX:ASL ETR:EVD AMS:ARCAD NYSE:FCN LON:IRV LON:HSV ,TSE.AX ASL.AX EVDG.DE ARDS.AS $FCN IRV.L HSV.L 
SPOTLESS GROUP,SPT.AX,Australia,Industrials,ASX:SPT,ASX:IDL LON:HSV NYSE:DGI LON:ATK LON:RGU ASX:SLM ,IDL.AX HSV.L $DGI ATKW.L RGU.L SLM.AX 
TAIWAN SECOM,9917.TW,Taiwan,Industrials,TPE:9917,EPA:BVI LON:EXPN NYSE:ACN ,BVI.PA EXPN.L $ACN 
BABCOCK INTERNATIONAL ,BAB.L,United Kingdom,Industrials,LON:BAB,NYSE:CLGX NYSE:URS NYSE:URI LON:BNZL NYSE:G ,$CLGX $URS $URI BNZL.L $G 
BLACK DIAMOND ,BDI.TO,Canada,Industrials,TSE:BDI,LON:ATK LON:RGU LON:BRSN ASX:SAI ASX:CDD ,ATKW.L RGU.L BRSN.L SAI.AX CDD.AX 
REGUS,RGU.L,United Kingdom,Industrials,LON:RGU,NYSE:DGI LON:ATK LON:BRSN ASX:SAI ASX:CDD ,$DGI ATKW.L BRSN.L SAI.AX CDD.AX 
AEON DELIGHT,9787.T,Japan,Industrials,TYO:9787,ASX:SLM LON:IRV TSE:SWI ,SLM.AX IRV.L SWI.TO 
STANTEC,STN.TO,Canada,Industrials,TSE:STN,AMS:ARCAD NYSE:FCN LON:RTO NYSE:GEO AMS:IM TSE:SWI ,ARDS.AS $FCN RTO.L $GEO IMUN.AS SWI.TO 
RENTOKIL INITIAL,RTO.L,United Kingdom,Industrials,LON:RTO,AMS:ARCAD NYSE:FCN TSE:STN NYSE:GEO AMS:IM LON:IRV LON:HSV ,ARDS.AS $FCN STN.TO $GEO IMUN.AS IRV.L HSV.L 
CTS EVENTIM,EVDG.DE,Germany,Industrials,ETR:EVD,ASX:ASL LON:CLLN NASDAQ:VPRT AMS:ARCAD NYSE:FCN ,ASL.AX CLLN.L $VPRT ARDS.AS $FCN 
CINTAS,$CTAS,United States,Industrials,NASDAQ:CTAS,LON:BNZL NYSE:G LON:AGK NYSE:IRM EPA:BVI ,BNZL.L $G AGGK.L $IRM BVI.PA 
AGGREKO,AGGK.L,United Kingdom,Industrials,LON:AGK,NYSE:G NASDAQ:CTAS NYSE:IRM EPA:BVI LON:EXPN LON:IRV ,$G $CTAS $IRM BVI.PA EXPN.L IRV.L 
TOPPAN FORMS,7862.T,Japan,Industrials,TYO:7862,ASX:SLM LON:IRV TSE:SWI ,SLM.AX IRV.L SWI.TO 
ARCADIS,ARDS.AS,Netherlands,Industrials,AMS:ARCAD,ASX:ASL LON:CLLN ETR:EVD NYSE:FCN TSE:STN AMS:IM ,ASL.AX CLLN.L EVDG.DE $FCN STN.TO IMUN.AS 
FTI CONSULTING,$FCN,United States,Industrials,NYSE:FCN,LON:CLLN ETR:EVD AMS:ARCAD TSE:STN LON:RTO NYSE:DGI NYSE:GEO ,CLLN.L EVDG.DE ARDS.AS STN.TO RTO.L $DGI $GEO 
NISSHA PRINTING ,7915.T,Japan,Industrials,TYO:7915,ASX:SLM LON:IRV TSE:SWI ,SLM.AX IRV.L SWI.TO 
UNITED RENTALS,$URI,United States,Industrials,NYSE:URI,NYSE:CLGX NYSE:URS LON:BNZL NYSE:G NASDAQ:CTAS ,$CLGX $URS BNZL.L $G $CTAS 
G4S,GFS.L,United Kingdom,Industrials,LON:GFS,NYSE:URI LON:BNZL NYSE:G NASDAQ:CTAS LON:AGK ,$URI BNZL.L $G $CTAS AGGK.L 
IMTECH,IMUN.AS,Netherlands,Industrials,AMS:IM,LON:RTO NYSE:GEO NYSE:CVG HKG:0569 NYSE:CLGX AMS:ARCAD ,RTO.L $GEO $CVG 0569.HK $CLGX ARDS.AS 
BRINKS,$BCO,United States,Industrials,NYSE:BCO,ASX:SLM LON:IRV TSE:SWI NYSE:DGI NYSE:FCN ,SLM.AX IRV.L SWI.TO $DGI $FCN 
URS,$URS,United States,Industrials,NYSE:URS,NYSE:CVG HKG:0569 NYSE:CLGX NYSE:URI LON:BNZL ,$CVG 0569.HK $CLGX $URI BNZL.L 
EXPERIAN,EXPN.L,United Kingdom,Industrials,LON:EXPN,LON:AGK NYSE:IRM EPA:BVI TPE:9917 NYSE:ACN LON:IRV ,AGGK.L $IRM BVI.PA 9917.TW $ACN IRV.L 
SECOM ,9735.T,Japan,Industrials,TYO:9735,ASX:SLM LON:IRV TSE:SWI ,SLM.AX IRV.L SWI.TO 
MEITEC,9744.T,Japan,Industrials,TYO:9744,ASX:SLM LON:IRV TSE:SWI ,SLM.AX IRV.L SWI.TO 
INDUSTREA,IDL.AX,Australia,Industrials,ASX:IDL,ASX:SLM LON:IRV TSE:SWI LON:HSV ASX:SPT ,SLM.AX IRV.L SWI.TO HSV.L SPT.AX 
ASHTEAD GROUP,AHT.L,United Kingdom,Industrials,LON:AHT,NYSE:FCN TSE:STN LON:RTO NYSE:GEO AMS:IM ,$FCN STN.TO RTO.L $GEO IMUN.AS 
TRANSFIELD SERVICES,TSE.AX,Australia,Industrials,ASX:TSE,ASX:CDD LON:DLAR ASX:ASL LON:CLLN ETR:EVD ,CDD.AX DLAR.L ASL.AX CLLN.L EVDG.DE 
WS ATKINS,ATKW.L,United Kingdom,Industrials,LON:ATK,LON:HSV ASX:SPT NYSE:DGI LON:RGU LON:BRSN ,HSV.L SPT.AX $DGI RGU.L BRSN.L 
HOMESERVE,HSV.L,United Kingdom,Industrials,LON:HSV,LON:IRV TSE:SWI ASX:IDL ASX:SPT NYSE:DGI ,IRV.L SWI.TO IDL.AX SPT.AX $DGI 
RPS GROUP,RPS.L,United Kingdom,Industrials,LON:RPS,LON:IRV TSE:SWI ASX:IDL LON:HSV ASX:SPT ,IRV.L SWI.TO IDL.AX HSV.L SPT.AX 
SLATER & GORDON,SGH.AX,Australia,Industrials,ASX:SGH,ASX:SLM LON:IRV TSE:SWI ,SLM.AX IRV.L SWI.TO 
BUNZL,BNZL.L,United Kingdom,Industrials,LON:BNZL,NYSE:CLGX NYSE:URS NYSE:URI NYSE:G NASDAQ:CTAS LON:IRV LON:HSV ,$CLGX $URS $URI $G $CTAS IRV.L HSV.L 
BUREAU VERITAS,BVI.PA,France,Industrials,EPA:BVI,LON:AGK NYSE:IRM LON:EXPN TPE:9917 NYSE:ACN ,AGGK.L $IRM EXPN.L 9917.TW $ACN 
CHINA AUTOMATION ,0569.HK,Hong Kong,Industrials,HKG:0569,NYSE:GEO AMS:IM NYSE:CVG NYSE:CLGX NYSE:URS ,$GEO IMUN.AS $CVG $CLGX $URS 
VERISK ANALYTICS,$VRSK,United States,Industrials,NASDAQ:VRSK,LON:AGK NYSE:IRM EPA:BVI LON:EXPN TPE:9917 ,AGGK.L $IRM BVI.PA EXPN.L 9917.TW 
SERCO GROUP,SRP.L,United Kingdom,Industrials,LON:SRP,HKG:0569 NYSE:CLGX NYSE:URS NYSE:URI LON:BNZL ,0569.HK $CLGX $URS $URI BNZL.L 
MICHAEL PAGE INTERNATIONAL,MPI.L,United Kingdom,Industrials,LON:MPI,AMS:USG LON:HAS ASX:SEK NYSE:MAN ,USGP.AS HAYS.L SEK.AX $MAN 
EDUCOMP SOLUTIONS,EDSO.NS,India,Industrials,NSE:EDUCOMP,ASX:SEK NYSE:MAN NYSE:RHI ,SEK.AX $MAN $RHI 
RANDSTAD ,RAND.AS,Netherlands,Industrials,AMS:RAND,ASX:SEK NYSE:MAN NYSE:RHI ,SEK.AX $MAN $RHI 
HAYS,HAYS.L,United Kingdom,Industrials,LON:HAS,AMS:USG NYSE:MWW LON:MPI ASX:SEK ,USGP.AS $MWW MPI.L SEK.AX 
MANPOWER,$MAN,United States,Industrials,NYSE:MAN,LON:HAS LON:MPI ASX:SEK NYSE:RHI ,HAYS.L MPI.L SEK.AX $RHI 
NICHII GAKKAN,9792.T,Japan,Industrials,TYO:9792,AMS:USG LON:HAS LON:MPI ,USGP.AS HAYS.L MPI.L 
CROSS HARBOUR,0032.HK,Hong Kong,Industrials,HKG:0032,LON:HAS LON:MPI ASX:SEK NYSE:MAN NYSE:RHI ,HAYS.L MPI.L SEK.AX $MAN $RHI 
MONSTER WORLDWIDE,$MWW,United States,Industrials,NYSE:MWW,AMS:USG LON:HAS LON:MPI ASX:SEK NYSE:MAN NYSE:RHI ,USGP.AS HAYS.L MPI.L SEK.AX $MAN $RHI 
ROBERT HALF ,$RHI,United States,Industrials,NYSE:RHI,LON:MPI ASX:SEK NYSE:MAN ,MPI.L SEK.AX $MAN 
USG PEOPLE,USGP.AS,Netherlands,Industrials,AMS:USG,LON:HAS LON:MPI ASX:SEK ,HAYS.L MPI.L SEK.AX 
SEEK,SEK.AX,Australia,Industrials,ASX:SEK,LON:HAS LON:MPI NYSE:MAN NYSE:RHI ,HAYS.L MPI.L $MAN $RHI 
TEMP ,2181.T,Japan,Industrials,TYO:2181,AMS:USG LON:HAS LON:MPI ,USGP.AS HAYS.L MPI.L 
SKILLED GROUP,SKE.AX,Australia,Industrials,ASX:SKE,AMS:USG LON:HAS LON:MPI ,USGP.AS HAYS.L MPI.L 
361 DEGREES INTERNATIONAL,1361.HK,Hong Kong,Consumer Goods,HKG:1361,HKG:0375 TSE:GIL HKG:2698 NASDAQ:FOSL HKG:2331 ,0375.HK GIL.TO 2698.HK $FOSL 2331.HK 
VF,$VFC,United States,Consumer Goods,NYSE:VFC,TPE:1419 NYSE:RL TPE:1476 HKG:3998 NYSE:COH ,1419.TW $RL 1476.TW 3998.HK $COH 
S KUMARS NATIONWIDE,SKMK.NS,India,Consumer Goods,NSE:SKUMARSYNF,HKG:1234 NASDAQ:LULU HKG:0321 TPE:1419 NYSE:RL ,1234.HK $LULU 0321.HK 1419.TW $RL 
PVH,$PVH,United States,Consumer Goods,NYSE:PVH,HKG:2331 TPE:2911 TPE:9938 HKG:1234 NASDAQ:LULU NYSE:JNY ,2331.HK 2911.TW 9938.TW 1234.HK $LULU $JNY 
ALOK INDUSTRIES,ALOK.NS,India,Consumer Goods,NSE:ALOKTEXT,NYSE:RL NYSE:VFC TPE:1476 HKG:3998 NYSE:COH ,$RL $VFC 1476.TW 3998.HK $COH 
LULULEMON ATHLETICA,$LULU,United States,Consumer Goods,NASDAQ:LULU,TPE:9938 HKG:1234 HKG:0321 TPE:1419 NYSE:RL NYSE:JNY ,9938.TW 1234.HK 0321.HK 1419.TW $RL $JNY 
TSI ,3608.T,Japan,Consumer Goods,TYO:3608,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
LUXOTTICA,LUX.MI,Italy,Consumer Goods,BIT:LUX,HKG:0321 TPE:1419 NYSE:RL NYSE:VFC TPE:1476 ,0321.HK 1419.TW $RL $VFC 1476.TW 
CHINA LILANG,1234.HK,Hong Kong,Consumer Goods,HKG:1234,TPE:2911 NYSE:PVH TPE:9938 NASDAQ:LULU HKG:0321 HKG:0375 ,2911.TW $PVH 9938.TW $LULU 0321.HK 0375.HK 
LVMH,LVMH.PA,France,Consumer Goods,EPA:MC,NYSE:CCL NSE:GITANJALI TPE:1434 TPE:1402 NSE:TITAN ,$CCL GTGM.NS 1434.TW 1402.TW TITN.NS 
HANESBRANDS,$HBI,United States,Consumer Goods,NYSE:HBI,ASX:BBG NYSE:JNY TPE:1459 HKG:0375 TSE:GIL ,BBG.AX $JNY 1459.TW 0375.HK GIL.TO 
SAFILO ,SFLG.MI,Italy,Consumer Goods,BIT:SFL,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
YGM TRADING,0375.HK,Hong Kong,Consumer Goods,HKG:0375,ASX:BBG NYSE:JNY TPE:1459 TSE:GIL HKG:2698 HKG:2331 HKG:1234 ,BBG.AX $JNY 1459.TW GIL.TO 2698.HK 2331.HK 1234.HK 
ATSUGI,3529.T,Japan,Consumer Goods,TYO:3529,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
SHENZHOU INTERNATIONAL,2313.HK,Hong Kong,Consumer Goods,HKG:2313,NYSE:VFC TPE:1476 HKG:3998 NYSE:COH TPE:1440 ,$VFC 1476.TW 3998.HK $COH 1440.TW 
BUONGIORNO ,BNG.MI,Italy,Consumer Goods,BIT:BNG,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
HUGO BOSS,BOSG_p.DE,Germany,Consumer Goods,ETR:BOS3,NASDAQ:FOSL HKG:2331 TPE:2911 NYSE:PVH TPE:9938 ,$FOSL 2331.HK 2911.TW $PVH 9938.TW 
DESCENTE,8114.T,Japan,Consumer Goods,TYO:8114,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
GILDAN ACTIVEWEAR,GIL.TO,Canada,Consumer Goods,TSE:GIL,TPE:1459 HKG:0375 HKG:2698 HKG:1361 NASDAQ:FOSL ,1459.TW 0375.HK 2698.HK 1361.HK $FOSL 
MING FUNG JEWELLERY ,0860.HK,Hong Kong,Consumer Goods,HKG:0860,ASX:PBG ASX:BBG NYSE:JNY TPE:1459 HKG:0375 ,PBG.AX BBG.AX $JNY 1459.TW 0375.HK 
GITANJALI GEMS,GTGM.NS,India,Consumer Goods,NSE:GITANJALI,NSE:RAYMOND NSE:PHOENIXLTD NYSE:CCL TPE:1434 TPE:1402 ,RYMD.NS PHOE.NS $CCL 1434.TW 1402.TW 
SALVATORE FERRAGAMO ITALIA ,SFER.MI,Italy,Consumer Goods,BIT:SFER,ASX:BBG NYSE:JNY TPE:1459 HKG:0375 TSE:GIL ,BBG.AX $JNY 1459.TW 0375.HK GIL.TO 
RAJESH EXPORTS,REXP.NS,India,Consumer Goods,NSE:RAJESHEXPO,NYSE:CCL NSE:GITANJALI TPE:1434 TPE:1402 NSE:TITAN ,$CCL GTGM.NS 1434.TW 1402.TW TITN.NS 
RALPH LAUREN,$RL,United States,Consumer Goods,NYSE:RL,HKG:0321 TPE:1419 NYSE:VFC TPE:1476 HKG:3998 NYSE:JNY ,0321.HK 1419.TW $VFC 1476.TW 3998.HK $JNY 
TAH HSIN INDUSTRIAL,1315.TW,Taiwan,Consumer Goods,TPE:1315,NYSE:PVH TPE:9938 HKG:1234 NASDAQ:LULU HKG:0321 ,$PVH 9938.TW 1234.HK $LULU 0321.HK 
MAKALOT INDUSTRIAL,1477.TW,Taiwan,Consumer Goods,TPE:1477,TPE:1419 NYSE:RL NYSE:VFC TPE:1476 HKG:3998 ,1419.TW $RL $VFC 1476.TW 3998.HK 
TITAN INDUSTRIES,TITN.NS,India,Consumer Goods,NSE:TITAN,NSE:GITANJALI TPE:1434 TPE:1402 ,GTGM.NS 1434.TW 1402.TW 
SHINKONG SYNTHETIC FIBER,1409.TW,Taiwan,Consumer Goods,TPE:1409,NYSE:VFC TPE:1476 HKG:3998 NYSE:COH TPE:1440 ,$VFC 1476.TW 3998.HK $COH 1440.TW 
SHINKONG TEXTILE,1419.TW,Taiwan,Consumer Goods,TPE:1419,HKG:1234 NASDAQ:LULU HKG:0321 NYSE:RL NYSE:VFC TPE:1459 TPE:2911 ,1234.HK $LULU 0321.HK $RL $VFC 1459.TW 2911.TW 
TAINAN ENTERPRISES,1473.TW,Taiwan,Consumer Goods,TPE:1473,HKG:2698 HKG:1361 NASDAQ:FOSL HKG:2331 TPE:2911 ,2698.HK 1361.HK $FOSL 2331.HK 2911.TW 
TAINAN SPINNING,1440.TW,Taiwan,Consumer Goods,TPE:1440,HKG:3998 NYSE:COH EPA:CDI NSE:ARVIND EPA:RMS TPE:1459 TPE:2911 ,3998.HK $COH DIOR.PA ARVN.NS HRMS.PA 1459.TW 2911.TW 
WACOAL ,3591.T,Japan,Consumer Goods,TYO:3591,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
PHOENIX MILLS,PHOE.NS,India,Consumer Goods,NSE:PHOENIXLTD,EPA:RMS NSE:RAYMOND NYSE:CCL NSE:GITANJALI TPE:1434 ,HRMS.PA RYMD.NS $CCL GTGM.NS 1434.TW 
BILLABONG INTERNATIONAL,BBG.AX,Australia,Consumer Goods,ASX:BBG,ASX:PBG NYSE:JNY TPE:1459 ,PBG.AX $JNY 1459.TW 
RAYMOND,RYMD.NS,India,Consumer Goods,NSE:RAYMOND,EPA:CDI NSE:ARVIND EPA:RMS NSE:PHOENIXLTD NYSE:CCL ,DIOR.PA ARVN.NS HRMS.PA PHOE.NS $CCL 
LAN FA TEXTILE,1459.TW,Taiwan,Consumer Goods,TPE:1459,ASX:BBG NYSE:JNY NYSE:HBI HKG:0375 TSE:GIL TPE:2911 TPE:9938 ,BBG.AX $JNY $HBI 0375.HK GIL.TO 2911.TW 9938.TW 
TAIWAN PAIHO,9938.TW,Taiwan,Consumer Goods,TPE:9938,HKG:2331 TPE:2911 NYSE:PVH HKG:1234 NASDAQ:LULU TPE:1459 ,2331.HK 2911.TW $PVH 1234.HK $LULU 1459.TW 
ADITYA BIRLA NUVO,ABRL.NS,India,Consumer Goods,NSE:ABIRLANUVO,NYSE:CCL NSE:GITANJALI TPE:1434 TPE:1402 NSE:TITAN ,$CCL GTGM.NS 1434.TW 1402.TW TITN.NS 
CARNIVAL INDUSTRIAL,1417.TW,Taiwan,Consumer Goods,TPE:1417,TSE:GIL HKG:2698 HKG:1361 NASDAQ:FOSL HKG:2331 ,GIL.TO 2698.HK 1361.HK $FOSL 2331.HK 
WARNACO ,$WRC,United States,Consumer Goods,NYSE:WRC,ASX:PBG ASX:BBG NYSE:JNY TPE:1459 HKG:0375 ,PBG.AX BBG.AX $JNY 1459.TW 0375.HK 
ZIG SHENG INDUSTRIAL,1455.TW,Taiwan,Consumer Goods,TPE:1455,NASDAQ:FOSL HKG:2331 TPE:2911 NYSE:PVH TPE:9938 ,$FOSL 2331.HK 2911.TW $PVH 9938.TW 
NIEN HSING TEXTILE,1451.TW,Taiwan,Consumer Goods,TPE:1451,TPE:9938 HKG:1234 NASDAQ:LULU HKG:0321 TPE:1419 ,9938.TW 1234.HK $LULU 0321.HK 1419.TW 
ONWARD ,8016.T,Japan,Consumer Goods,TYO:8016,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
CARTERS,$CRI,United States,Consumer Goods,NYSE:CRI,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
CHRISTIAN DIOR,DIOR.PA,France,Consumer Goods,EPA:CDI,NYSE:COH TPE:1440 NSE:ARVIND EPA:RMS NSE:RAYMOND ,$COH 1440.TW ARVN.NS HRMS.PA RYMD.NS 
FORMOSA TAFFETA,1434.TW,Taiwan,Consumer Goods,TPE:1434,NSE:PHOENIXLTD NYSE:CCL NSE:GITANJALI TPE:1402 NSE:TITAN TPE:1459 ,PHOE.NS $CCL GTGM.NS 1402.TW TITN.NS 1459.TW 
UNDER ARMOUR,$UA,United States,Consumer Goods,NYSE:UA,HKG:1361 NASDAQ:FOSL HKG:2331 TPE:2911 NYSE:PVH ,1361.HK $FOSL 2331.HK 2911.TW $PVH 
LEALEA ENTERPRISE ,1444.TW,Taiwan,Consumer Goods,TPE:1444,TPE:9938 HKG:1234 NASDAQ:LULU HKG:0321 TPE:1419 ,9938.TW 1234.HK $LULU 0321.HK 1419.TW 
WEIQIAO TEXTILE,2698.HK,Hong Kong,Consumer Goods,HKG:2698,TPE:1459 HKG:0375 TSE:GIL HKG:1361 NASDAQ:FOSL ,1459.TW 0375.HK GIL.TO 1361.HK $FOSL 
SANYO SHOKAI,8011.T,Japan,Consumer Goods,TYO:8011,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
FOSSIL,$FOSL,United States,Consumer Goods,NASDAQ:FOSL,TSE:GIL HKG:2698 HKG:1361 HKG:2331 TPE:2911 NYSE:JNY NYSE:PVH ,GIL.TO 2698.HK 1361.HK 2331.HK 2911.TW $JNY $PVH 
HERMES ,HRMS.PA,France,Consumer Goods,EPA:RMS,EPA:CDI NSE:ARVIND NSE:RAYMOND NSE:PHOENIXLTD NYSE:CCL ,DIOR.PA ARVN.NS RYMD.NS PHOE.NS $CCL 
LES ENPHANTS,2911.TW,Taiwan,Consumer Goods,TPE:2911,NASDAQ:FOSL HKG:2331 NYSE:PVH TPE:9938 HKG:1234 TPE:1459 ,$FOSL 2331.HK $PVH 9938.TW 1234.HK 1459.TW 
BOMBAY DYEING AND MANUFACTURING,BDYN.NS,India,Consumer Goods,NSE:BOMDYEING,EPA:CDI NSE:ARVIND EPA:RMS NSE:RAYMOND NSE:PHOENIXLTD ,DIOR.PA ARVN.NS HRMS.PA RYMD.NS PHOE.NS 
BOMBAY RAYON FASHIONS,BRFL.NS,India,Consumer Goods,NSE:BRFL,NSE:PHOENIXLTD NYSE:CCL NSE:GITANJALI TPE:1434 TPE:1402 ,PHOE.NS $CCL GTGM.NS 1434.TW 1402.TW 
LI & FUNG,0494.HK,Hong Kong,Consumer Goods,HKG:0494,ASX:PBG ASX:BBG NYSE:JNY HKG:0375 HKG:2331 ,PBG.AX BBG.AX $JNY 0375.HK 2331.HK 
BOSHIWA INTERNATIONAL ,1698.HK,Hong Kong,Consumer Goods,HKG:1698,HKG:0375 TSE:GIL HKG:2698 HKG:1361 NASDAQ:FOSL ,0375.HK GIL.TO 2698.HK 1361.HK $FOSL 
LI NING ,2331.HK,Hong Kong,Consumer Goods,HKG:2331,HKG:1361 NASDAQ:FOSL TPE:2911 NYSE:PVH TPE:9938 HKG:0375 HKG:1234 ,1361.HK $FOSL 2911.TW $PVH 9938.TW 0375.HK 1234.HK 
BOSIDENG INTERNATIONAL ,3998.HK,Hong Kong,Consumer Goods,HKG:3998,NYSE:VFC TPE:1476 NYSE:COH TPE:1440 EPA:CDI HKG:0375 HKG:2331 ,$VFC 1476.TW $COH 1440.TW DIOR.PA 0375.HK 2331.HK 
LI PENG ENTERPRISE ,1447.TW,Taiwan,Consumer Goods,TPE:1447,HKG:2331 TPE:2911 NYSE:PVH TPE:9938 HKG:1234 ,2331.HK 2911.TW $PVH 9938.TW 1234.HK 
NISSHINBO ,3105.T,Japan,Consumer Goods,TYO:3105,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
UNITIKA,3103.T,Japan,Consumer Goods,TYO:3103,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
PACIFIC BRANDS,PBG.AX,Australia,Consumer Goods,ASX:PBG,ASX:BBG NYSE:JNY TPE:1459 ,BBG.AX $JNY 1459.TW 
PACIFIC TEXTILES ,1382.HK,Hong Kong,Consumer Goods,HKG:1382,NYSE:PVH TPE:9938 HKG:1234 NASDAQ:LULU HKG:0321 ,$PVH 9938.TW 1234.HK $LULU 0321.HK 
ARVIND,ARVN.NS,India,Consumer Goods,NSE:ARVIND,NYSE:COH TPE:1440 EPA:CDI EPA:RMS NSE:RAYMOND ,$COH 1440.TW DIOR.PA HRMS.PA RYMD.NS 
DAIDOH,3205.T,Japan,Consumer Goods,TYO:3205,ASX:PBG ASX:BBG NYSE:JNY ,PBG.AX BBG.AX $JNY 
