Name,Twitter Ticker,Country,Industry,Google Ticker,Google Peers,Twitter Peers
TENARIS,TENR.MI,Italy,Basic Materials,BIT:TEN,TPE:2014 NYSE:NUE ASX:FMG AMS:MT HKG:0656 ,2014.TW $NUE FMG.AX ISPA.AS 0656.HK 
NORTHERN IRON,NFE.AX,Australia,Basic Materials,ASX:NFE,ASX:GBG NYSE:AKS AMS:APAM ,GBG.AX $AKS APAM.AS 
WORTHINGTON INDUSTRIES,$WOR,United States,Basic Materials,NYSE:WOR,ASX:OST LON:FXPO TSE:RUS ETR:SZG ASX:SGM ,OST.AX FXPO.L RUS.TO SZGG.DE SGM.AX 
CHINA VANADIUM TITANO MAGNETITE MINING,0893.HK,Hong Kong,Basic Materials,HKG:0893,ETR:SZG ASX:SGM TPE:2030 NASDAQ:STLD NYSE:X ,SZGG.DE SGM.AX 2030.TW $STLD $X 
ALLEGHENY TECHNOLOGIES,$ATI,United States,Basic Materials,NYSE:ATI,NASDAQ:STLD NYSE:X LON:EVR TPE:2031 HKG:0581 ,$STLD $X EVRE.L 2031.TW 0581.HK 
JSW ISPAT STEEL,JSWI.NS,India,Basic Materials,NSE:JSWISPAT,BIT:TEN AMS:MT HKG:0656 NSE:JINDALSAW NSE:BHUSANSTL ,TENR.MI ISPA.AS 0656.HK JIND.NS BSSL.NS 
JSW STEEL,JSTL.NS,India,Basic Materials,NSE:JSWSTEEL,NSE:JINDALSAW NSE:BHUSANSTL NSE:SESAGOA NSE:SAIL TPE:2002 ,JIND.NS BSSL.NS SESA.NS SAIL.NS 2002.TW 
RUSSEL METALS,RUS.TO,Canada,Basic Materials,TSE:RUS,ASX:BSL ASX:OST LON:FXPO ETR:SZG ASX:SGM ,BSL.AX OST.AX FXPO.L SZGG.DE SGM.AX 
CHINA LIFE INSURANCE,2628.HK,Hong Kong,Financials,HKG:2628,HKG:2601 TPE:2881 HKG:1299 ,2601.HK 2881.TW 1299.HK 
CHINA LIFE INSURANCE COMPANY,2823.TW,Taiwan,Financials,TPE:2823,NYSE:PRU NYSE:MET NSE:MAX HKG:2601 TPE:2881 ,$PRU $MET MAXI.NS 2601.HK 2881.TW 
DELPHI FINANCIAL ,$DFG,United States,Financials,NYSE:DFG,NYSE:CNO AMS:DL NYSE:PL NYSE:GNW NYSE:AIZ ,$CNO DLL.AS $PL $GNW $AIZ 
GENWORTH FINANCIAL,$GNW,United States,Financials,NYSE:GNW,AMS:DL NYSE:PL NYSE:AIZ EBR:AGS EPA:CNP ,DLL.AS $PL $AIZ AGES.BR CNPP.PA 
DELTA LLOYD,DLL.AS,Netherlands,Financials,AMS:DL,NZE:TWR NYSE:CNO NYSE:PL NYSE:GNW EBR:AGS AMS:AGN ,TWR.NZ $CNO $PL $GNW AGES.BR AEGN.AS 
CHINA PACIFIC INSURANCE ,2601.HK,Hong Kong,Financials,HKG:2601,NYSE:MET NSE:MAX TPE:2881 HKG:1299 HKG:2628 ,$MET MAXI.NS 2881.TW 1299.HK 2628.HK 
T&D ,8795.T,Japan,Financials,TYO:8795,NZE:TWR NYSE:CNO AMS:DL ,TWR.NZ $CNO DLL.AS 
SONY FINANCIAL ,8729.T,Japan,Financials,TYO:8729,NZE:TWR NYSE:CNO AMS:DL ,TWR.NZ $CNO DLL.AS 
SHIN KONG FINANCIAL ,2888.TW,Taiwan,Financials,TPE:2888,NYSE:PRU NYSE:MET NSE:MAX HKG:2601 TPE:2881 ,$PRU $MET MAXI.NS 2601.HK 2881.TW 
CHINA TAIPING INSURANCE ,0966.HK,Hong Kong,Financials,HKG:0966,NYSE:AFL TSE:MFC TSE:GWO NYSE:PRU NYSE:MET ,$AFL MFC.TO GWO.TO $PRU $MET 
OLD MUTUAL,OML.L,United Kingdom,Financials,LON:OML,NYSE:LNC AMS:AGN NYSE:PFG LON:AV ASX:AMP LON:SL ,$LNC AEGN.AS $PFG AV.L AMP.AX SL.L 
AMP,AMP.AX,Australia,Financials,ASX:AMP,LON:OML NYSE:PFG LON:AV TSE:SLF TSE:PWF ,OML.L $PFG AV.L SLF.TO PWF.TO 
TAIWAN LIFE INSURANCE,2833.TW,Taiwan,Financials,TPE:2833,LON:AV ASX:AMP TSE:SLF TSE:PWF LON:PRU ,AV.L AMP.AX SLF.TO PWF.TO PRU.L 
AVIVA,AV.L,United Kingdom,Financials,LON:AV,AMS:AGN LON:OML NYSE:PFG ASX:AMP TSE:SLF LON:SL ,AEGN.AS OML.L $PFG AMP.AX SLF.TO SL.L 
MANULIFE FINANCIAL,MFC.TO,Canada,Financials,TSE:MFC,TSE:PWF LON:PRU NYSE:AFL TSE:GWO NYSE:PRU ,PWF.TO PRU.L $AFL GWO.TO $PRU 
PING AN INSURANCE,2318.HK,Hong Kong,Financials,HKG:2318,TPE:2881 HKG:1299 HKG:2628 ,2881.TW 1299.HK 2628.HK 
CATHAY FINANCIAL ,2882.TW,Taiwan,Financials,TPE:2882,NSE:MAX HKG:2601 TPE:2881 HKG:1299 HKG:2628 ,MAXI.NS 2601.HK 2881.TW 1299.HK 2628.HK 
AEGON,AEGN.AS,Netherlands,Financials,AMS:AGN,LON:SL NYSE:UNM NYSE:LNC LON:OML NYSE:PFG AMS:DL EBR:AGS ,SL.L $UNM $LNC OML.L $PFG DLL.AS AGES.BR 
STANCORP FINANCIAL ,$SFG,United States,Financials,NYSE:SFG,NZE:TWR NYSE:CNO AMS:DL NYSE:PL ,TWR.NZ $CNO DLL.AS $PL 
STANDARD LIFE,SL.L,United Kingdom,Financials,LON:SL,EPA:CNP NYSE:TMK NYSE:UNM NYSE:LNC AMS:AGN LON:OML LON:AV ,CNPP.PA $TMK $UNM $LNC AEGN.AS OML.L AV.L 
SOCIETA CATTOLICA DI ASSICURAZIONE,CASS.MI,Italy,Financials,BIT:CASS,NZE:TWR NYSE:CNO AMS:DL ,TWR.NZ $CNO DLL.AS 
AFLAC,$AFL,United States,Financials,NYSE:AFL,TSE:PWF LON:PRU TSE:MFC TSE:GWO NYSE:PRU NYSE:CNO ,PWF.TO PRU.L MFC.TO GWO.TO $PRU $CNO 
AGEAS,AGES.BR,Belgium,Financials,EBR:AGS,NYSE:PL NYSE:GNW NYSE:AIZ EPA:CNP NYSE:TMK AMS:DL AMS:AGN ,$PL $GNW $AIZ CNPP.PA $TMK DLL.AS AEGN.AS 
MAX INDIA,MAXI.NS,India,Financials,NSE:MAX,TSE:GWO NYSE:PRU NYSE:MET HKG:2601 TPE:2881 ,GWO.TO $PRU $MET 2601.HK 2881.TW 
GREAT WEST LIFECO,GWO.TO,Canada,Financials,TSE:GWO,NYSE:AFL TSE:MFC NYSE:PRU NYSE:MET NSE:MAX TSE:SLF ,$AFL MFC.TO $PRU $MET MAXI.NS SLF.TO 
TORCHMARK,$TMK,United States,Financials,NYSE:TMK,NYSE:AIZ EBR:AGS EPA:CNP LON:SL NYSE:UNM ,$AIZ AGES.BR CNPP.PA SL.L $UNM 
AIA GROUP,1299.HK,Hong Kong,Financials,HKG:1299,NSE:MAX HKG:2601 TPE:2881 HKG:2628 ,MAXI.NS 2601.HK 2881.TW 2628.HK 
FUBON FINANCIAL ,2881.TW,Taiwan,Financials,TPE:2881,NYSE:MET NSE:MAX HKG:2601 HKG:1299 HKG:2628 ,$MET MAXI.NS 2601.HK 1299.HK 2628.HK 
POWER CORPORATION OF CANADA,POW.TO,Canada,Financials,TSE:POW,NYSE:PFG LON:AV ASX:AMP TSE:SLF TSE:PWF ,$PFG AV.L AMP.AX SLF.TO PWF.TO 
POWER FINANCIAL,PWF.TO,Canada,Financials,TSE:PWF,ASX:AMP TSE:SLF LON:PRU NYSE:AFL TSE:MFC ,AMP.AX SLF.TO PRU.L $AFL MFC.TO 
TOWER,TWR.NZ,New Zealand,Financials,NZE:TWR,NYSE:CNO AMS:DL NYSE:PL ,$CNO DLL.AS $PL 
UNUM GROUP,$UNM,United States,Financials,NYSE:UNM,EPA:CNP NYSE:TMK LON:SL NYSE:LNC AMS:AGN ,CNPP.PA $TMK SL.L $LNC AEGN.AS 
MEDIOLANUM ,MED.MI,Italy,Financials,BIT:MED,NZE:TWR NYSE:CNO AMS:DL NYSE:PL NYSE:GNW ,TWR.NZ $CNO DLL.AS $PL $GNW 
LINCOLN NATIONAL,$LNC,United States,Financials,NYSE:LNC,NYSE:TMK LON:SL NYSE:UNM AMS:AGN LON:OML ,$TMK SL.L $UNM AEGN.AS OML.L 
CNO FINANCIAL ,$CNO,United States,Financials,NYSE:CNO,NZE:TWR AMS:DL NYSE:PL NYSE:GNW ,TWR.NZ DLL.AS $PL $GNW 
CNP ASSURANCES,CNPP.PA,France,Financials,EPA:CNP,NYSE:AIZ EBR:AGS NYSE:TMK LON:SL NYSE:UNM ,$AIZ AGES.BR $TMK SL.L $UNM 
PRINCIPAL FINANCIAL GROUP,$PFG,United States,Financials,NYSE:PFG,NYSE:LNC AMS:AGN LON:OML LON:AV ASX:AMP NYSE:CNO ,$LNC AEGN.AS OML.L AV.L AMP.AX $CNO 
SUN LIFE FINANCIAL,SLF.TO,Canada,Financials,TSE:SLF,NYSE:PFG LON:AV ASX:AMP TSE:PWF LON:PRU ,$PFG AV.L AMP.AX PWF.TO PRU.L 
PROTECTIVE LIFE,$PL,United States,Financials,NYSE:PL,NYSE:CNO AMS:DL NYSE:GNW NYSE:AIZ EBR:AGS ,$CNO DLL.AS $GNW $AIZ AGES.BR 
PRUDENTIAL,PRU.L,United Kingdom,Financials,LON:PRU,ASX:AMP TSE:SLF TSE:PWF NYSE:AFL TSE:MFC LON:SL LON:OML ,AMP.AX SLF.TO PWF.TO $AFL MFC.TO SL.L OML.L 
ING GROEP,ING.AS,Netherlands,Financials,AMS:ING,TSE:PWF LON:PRU NYSE:AFL TSE:MFC TSE:GWO ,PWF.TO PRU.L $AFL MFC.TO GWO.TO 
PRUDENTIAL FINANCIAL,$PRU,United States,Financials,NYSE:PRU,NYSE:AFL TSE:MFC TSE:GWO NYSE:MET NSE:MAX ,$AFL MFC.TO GWO.TO $MET MAXI.NS 
ASSURANT,$AIZ,United States,Financials,NYSE:AIZ,AMS:DL NYSE:PL NYSE:GNW EBR:AGS EPA:CNP ,DLL.AS $PL $GNW AGES.BR CNPP.PA 
METLIFE,$MET,United States,Financials,NYSE:MET,TSE:MFC TSE:GWO NYSE:PRU NSE:MAX HKG:2601 NYSE:CNO ,MFC.TO GWO.TO $PRU MAXI.NS 2601.HK $CNO 
YANG MING MARINE TRANSPORT,2609.TW,Taiwan,Industrials,TPE:2609,HKG:0368 HKG:0316 HKG:1199 TPE:2603 ,0368.HK 0316.HK 1199.HK 2603.TW 
SHIH WEI NAVIGATION,5608.TW,Taiwan,Industrials,TPE:5608,NYSE:KEX HKG:2343 HKG:0368 HKG:0316 HKG:1199 ,$KEX 2343.HK 0368.HK 0316.HK 1199.HK 
KONINKLIJKE VOPAK,VOPA.AS,Netherlands,Industrials,AMS:VOPA,NYSE:TK NYSE:KEX HKG:2343 HKG:0368 HKG:0316 ,$TK $KEX 2343.HK 0368.HK 0316.HK 
CHINA SHIPPING CONTAINER LINES,2866.HK,Hong Kong,Industrials,HKG:2866,HKG:2343 HKG:0368 HKG:0316 HKG:1199 TPE:2603 ,2343.HK 0368.HK 0316.HK 1199.HK 2603.TW 
CHINA SHIPPING DEVELOPMENT COMPANY,1138.HK,Hong Kong,Industrials,HKG:1138,NYSE:KEX HKG:2343 HKG:0368 HKG:0316 HKG:1199 ,$KEX 2343.HK 0368.HK 0316.HK 1199.HK 
KAWASAKI KISEN KAISHA,9107.T,Japan,Industrials,TYO:9107,NASDAQ:DRYS NYSE:SFL NYSE:TK ,$DRYS $SFL $TK 
U MING MARINE TRANSPORT,2606.TW,Taiwan,Industrials,TPE:2606,HKG:0368 HKG:0316 HKG:1199 TPE:2603 ,0368.HK 0316.HK 1199.HK 2603.TW 
COSCO PACIFIC,1199.HK,Hong Kong,Industrials,HKG:1199,HKG:2343 HKG:0368 HKG:0316 TPE:2603 ,2343.HK 0368.HK 0316.HK 2603.TW 
SHIP FINANCE INTERNATIONAL,$SFL,United States,Industrials,NYSE:SFL,NASDAQ:DRYS NYSE:TK NYSE:KEX ,$DRYS $TK $KEX 
SHIPPING CORPORATION OF INDIA,SCI.NS,India,Industrials,NSE:SCI,HKG:0368 HKG:0316 HKG:1199 TPE:2603 ,0368.HK 0316.HK 1199.HK 2603.TW 
CHINESE MARITIME TRANSPORT,2612.TW,Taiwan,Industrials,TPE:2612,NYSE:KEX HKG:2343 HKG:0368 HKG:0316 HKG:1199 ,$KEX 2343.HK 0368.HK 0316.HK 1199.HK 
TAIWAN NAVIGATION,2617.TW,Taiwan,Industrials,TPE:2617,NYSE:KEX HKG:2343 HKG:0368 HKG:0316 HKG:1199 ,$KEX 2343.HK 0368.HK 0316.HK 1199.HK 
WAN HAI LINES,2615.TW,Taiwan,Industrials,TPE:2615,HKG:0368 HKG:0316 HKG:1199 TPE:2603 ,0368.HK 0316.HK 1199.HK 2603.TW 
MITSUI O.S.K. LINES,9104.T,Japan,Industrials,TYO:9104,NASDAQ:DRYS NYSE:SFL NYSE:TK ,$DRYS $SFL $TK 
ORIENT OVERSEAS,0316.HK,Hong Kong,Industrials,HKG:0316,HKG:2343 HKG:0368 HKG:1199 TPE:2603 ,2343.HK 0368.HK 1199.HK 2603.TW 
GREAT EASTERN SHIPPING COMPANY,GESC.NS,India,Industrials,NSE:GESHIP,HKG:0368 HKG:0316 HKG:1199 TPE:2603 ,0368.HK 0316.HK 1199.HK 2603.TW 
IINO KAIUN KAISHA,9119.T,Japan,Industrials,TYO:9119,NASDAQ:DRYS NYSE:SFL NYSE:TK ,$DRYS $SFL $TK 
FIRST STEAMSHIP,2601.TW,Taiwan,Industrials,TPE:2601,NYSE:KEX HKG:2343 HKG:0368 HKG:0316 HKG:1199 ,$KEX 2343.HK 0368.HK 0316.HK 1199.HK 
SINCERE NAVIGATION,2605.TW,Taiwan,Industrials,TPE:2605,NYSE:KEX HKG:2343 HKG:0368 HKG:0316 HKG:1199 ,$KEX 2343.HK 0368.HK 0316.HK 1199.HK 
KIRBY,$KEX,United States,Industrials,NYSE:KEX,NASDAQ:DRYS NYSE:SFL NYSE:TK HKG:2343 HKG:0368 ,$DRYS $SFL $TK 2343.HK 0368.HK 
PACIFIC BASIN SHIPPING,2343.HK,Hong Kong,Industrials,HKG:2343,NYSE:TK NYSE:KEX HKG:0368 HKG:0316 HKG:1199 ,$TK $KEX 0368.HK 0316.HK 1199.HK 
TEEKAY,$TK,United States,Industrials,NYSE:TK,NASDAQ:DRYS NYSE:SFL NYSE:KEX HKG:2343 HKG:0368 ,$DRYS $SFL $KEX 2343.HK 0368.HK 
DRYSHIPS,$DRYS,United States,Industrials,NASDAQ:DRYS,NYSE:SFL NYSE:TK NYSE:KEX ,$SFL $TK $KEX 
EVERGREEN MARINE,2603.TW,Taiwan,Industrials,TPE:2603,HKG:0368 HKG:0316 HKG:1199 ,0368.HK 0316.HK 1199.HK 
SINOTRANS SHIPPING,0368.HK,Hong Kong,Industrials,HKG:0368,NYSE:TK NYSE:KEX HKG:2343 HKG:0316 HKG:1199 ,$TK $KEX 2343.HK 0316.HK 1199.HK 
COMPAGNIE MARITIME BELGE,CMB.BR,Belgium,Industrials,EBR:CMB,NASDAQ:DRYS NYSE:SFL NYSE:TK ,$DRYS $SFL $TK 
WISDOM MARINE LINES,2637.TW,Taiwan,Industrials,TPE:2637,NASDAQ:DRYS NYSE:SFL NYSE:TK TPE:2603 ,$DRYS $SFL $TK 2603.TW 
SITC INTERNATIONAL ,1308.HK,Hong Kong,Industrials,HKG:1308,NYSE:TK NYSE:KEX HKG:2343 HKG:0368 HKG:0316 ,$TK $KEX 2343.HK 0368.HK 0316.HK 
NORDIC AMERICAN TANKER,$NAT,United States,Industrials,NYSE:NAT,NASDAQ:DRYS NYSE:SFL NYSE:TK ,$DRYS $SFL $TK 
MATSON,$ALEX,United States,Industrials,NYSE:ALEX,NASDAQ:DRYS NYSE:SFL NYSE:TK NYSE:KEX ,$DRYS $SFL $TK $KEX 
MERMAID MARINE AUSTRALIA,MRM.AX,Australia,Industrials,ASX:MRM,NASDAQ:DRYS NYSE:SFL NYSE:TK ,$DRYS $SFL $TK 
CHINA COSCO  COMPANY,1919.HK,Hong Kong,Industrials,HKG:1919,HKG:0368 HKG:0316 HKG:1199 TPE:2603 ,0368.HK 0316.HK 1199.HK 2603.TW 
PUBLICIS GROUPE,PUBP.PA,France,Consumer Services,EPA:PUB,ETR:GFK EPA:HAV EPA:DEC LON:WPP NYSE:OMC ,GFKG.DE EURC.PA JCDX.PA WPP.L $OMC 
HAKUHODO,2433.T,Japan,Consumer Services,TYO:2433,ASX:SGN LON:ITE NYSE:ARB ,SGN.AX ITE.L $ARB 
INTERPUBLIC,$IPG,United States,Consumer Services,NYSE:IPG,ETR:GFK EPA:HAV EPA:DEC LON:WPP NYSE:OMC ,GFKG.DE EURC.PA JCDX.PA WPP.L $OMC 
GFK,GFKG.DE,Germany,Consumer Services,ETR:GFK,NASDAQ:ACXM NASDAQ:VCLK ASX:CRZ EPA:HAV EPA:DEC ,$ACXM $VCLK CRZ.AX EURC.PA JCDX.PA 
DENTSU,4324.T,Japan,Consumer Services,TYO:4324,ASX:SGN LON:ITE NYSE:ARB ,SGN.AX ITE.L $ARB 
ACXIOM,$ACXM,United States,Consumer Services,NASDAQ:ACXM,NYSE:ARB EPA:RCF EPA:IPS NASDAQ:VCLK ASX:CRZ ,$ARB ROCH.PA ISOS.PA $VCLK CRZ.AX 
IPSOS,ISOS.PA,France,Consumer Services,EPA:IPS,LON:ITE NYSE:ARB EPA:RCF NASDAQ:ACXM NASDAQ:VCLK ,ITE.L $ARB ROCH.PA $ACXM $VCLK 
HAVAS,EURC.PA,France,Consumer Services,EPA:HAV,NASDAQ:VCLK ASX:CRZ ETR:GFK EPA:DEC LON:WPP EPA:RCF ,$VCLK CRZ.AX GFKG.DE JCDX.PA WPP.L ROCH.PA 
LAMAR ADVERTISING,$LAMR,United States,Consumer Services,NASDAQ:LAMR,ASX:CRZ ETR:GFK EPA:HAV EPA:DEC LON:WPP ,CRZ.AX GFKG.DE EURC.PA JCDX.PA WPP.L 
OMNICOM ,$OMC,United States,Consumer Services,NYSE:OMC,EPA:HAV EPA:DEC LON:WPP NSE:NAUKRI ,EURC.PA JCDX.PA WPP.L INED.NS 
CARSALES.COM,CRZ.AX,Australia,Consumer Services,ASX:CRZ,EPA:IPS NASDAQ:ACXM NASDAQ:VCLK ETR:GFK EPA:HAV ASX:SGN ,ISOS.PA $ACXM $VCLK GFKG.DE EURC.PA SGN.AX 
AEGIS ,AEGS.L,United Kingdom,Consumer Services,LON:AGS,ASX:CRZ ETR:GFK EPA:HAV EPA:DEC LON:WPP ,CRZ.AX GFKG.DE EURC.PA JCDX.PA WPP.L 
ITE GROUP,ITE.L,United Kingdom,Consumer Services,LON:ITE,ASX:SGN NYSE:ARB EPA:RCF LON:WPP ,SGN.AX $ARB ROCH.PA WPP.L 
ARBITRON,$ARB,United States,Consumer Services,NYSE:ARB,ASX:SGN LON:ITE EPA:RCF EPA:IPS NASDAQ:ACXM ,SGN.AX ITE.L ROCH.PA ISOS.PA $ACXM 
MOSHI MOSHI HOTLINE,4708.T,Japan,Consumer Services,TYO:4708,ASX:SGN LON:ITE NYSE:ARB ,SGN.AX ITE.L $ARB 
RIGHTMOVE ,RMV.L,United Kingdom,Consumer Services,LON:RMV,ASX:CRZ ETR:GFK EPA:HAV EPA:DEC LON:WPP ,CRZ.AX GFKG.DE EURC.PA JCDX.PA WPP.L 
AIMIA,AIM.TO,Canada,Consumer Services,TSE:AIM,ASX:CRZ ETR:GFK EPA:HAV EPA:DEC LON:WPP ,CRZ.AX GFKG.DE EURC.PA JCDX.PA WPP.L 
STW COMMUNICATIONS ,SGN.AX,Australia,Consumer Services,ASX:SGN,LON:ITE NYSE:ARB EPA:RCF ASX:CRZ ,ITE.L $ARB ROCH.PA CRZ.AX 
JCDECAUX,JCDX.PA,France,Consumer Services,EPA:DEC,ASX:CRZ ETR:GFK EPA:HAV LON:WPP NYSE:OMC EPA:RCF ,CRZ.AX GFKG.DE EURC.PA WPP.L $OMC ROCH.PA 
ASATSU DK,9747.T,Japan,Consumer Services,TYO:9747,ASX:SGN LON:ITE NYSE:ARB ,SGN.AX ITE.L $ARB 
TELEPERFORMANCE,ROCH.PA,France,Consumer Services,EPA:RCF,ASX:SGN LON:ITE NYSE:ARB EPA:IPS NASDAQ:ACXM ,SGN.AX ITE.L $ARB ISOS.PA $ACXM 
VALASSIS COMMUNICATIONS,$VCI,United States,Consumer Services,NYSE:VCI,ASX:SGN LON:ITE NYSE:ARB EPA:RCF EPA:IPS ,SGN.AX ITE.L $ARB ROCH.PA ISOS.PA 
INFO EDGE,INED.NS,India,Consumer Services,NSE:NAUKRI,EPA:DEC LON:WPP NYSE:OMC ,JCDX.PA WPP.L $OMC 
WPP,WPP.L,United Kingdom,Consumer Services,LON:WPP,EPA:HAV EPA:DEC NYSE:OMC NSE:NAUKRI ,EURC.PA JCDX.PA $OMC INED.NS 
VALUECLICK,$VCLK,United States,Consumer Services,NASDAQ:VCLK,EPA:IPS NASDAQ:ACXM ASX:CRZ ETR:GFK EPA:HAV NYSE:ARB ,ISOS.PA $ACXM CRZ.AX GFKG.DE EURC.PA $ARB 
MICROPORT SCIENTIFIC,0853.HK,Hong Kong,Health Care,HKG:0853,NASDAQ:CPHD ASX:COH NYSE:RMD NYSE:CFN NYSE:VAR ,$CPHD COH.AX $RMD $CFN $VAR 
THERMO FISHER SCIENTIFIC,$TMO,United States,Health Care,NYSE:TMO,NYSE:ZMH NYSE:STJ NYSE:SYK NASDAQ:ISRG NYSE:COV ,$ZMH $STJ $SYK $ISRG $COV 
THORATEC,$THOR,United States,Health Care,NASDAQ:THOR,NASDAQ:VOLC NYSE:STE NYSE:HRC NASDAQ:BRKR NASDAQ:SIRO ,$VOLC $STE $HRC $BRKR $SIRO 
SYSMEX,6869.T,Japan,Health Care,TYO:6869,EBR:RCUS NYSE:IVC NYSE:NDZ ,RCUS.BR $IVC NDZ.N 
SORIN ,SORN.MI,Italy,Health Care,BIT:SRN,EBR:RCUS NYSE:IVC NYSE:NDZ NASDAQ:MASI NASDAQ:VOLC ,RCUS.BR $IVC NDZ.N $MASI $VOLC 
VOLCANO,$VOLC,United States,Health Care,NASDAQ:VOLC,NYSE:NDZ NASDAQ:MASI NYSE:STE NYSE:HRC NASDAQ:THOR ,NDZ.N $MASI $STE $HRC $THOR 
INTUITIVE SURGICAL,$ISRG,United States,Health Care,NASDAQ:ISRG,NYSE:STJ NYSE:TMO NYSE:SYK NYSE:COV NSE:OPTOCIRCUI ,$STJ $TMO $SYK $COV OPTO.NS 
INVACARE,$IVC,United States,Health Care,NYSE:IVC,EBR:RCUS NYSE:NDZ NASDAQ:MASI NASDAQ:VOLC ,RCUS.BR NDZ.N $MASI $VOLC 
DIASORIN ,DIAS.MI,Italy,Health Care,BIT:DIA,NYSE:IVC NYSE:NDZ NASDAQ:MASI NASDAQ:VOLC NYSE:STE ,$IVC NDZ.N $MASI $VOLC $STE 
OLYMPUS,7733.T,Japan,Health Care,TYO:7733,EBR:RCUS NYSE:IVC NYSE:NDZ ,RCUS.BR $IVC NDZ.N 
SHIP HEALTHCARE ,3360.T,Japan,Health Care,TYO:3360,EBR:RCUS NYSE:IVC NYSE:NDZ ,RCUS.BR $IVC NDZ.N 
